dataset,algorithm,platformId,runId,CpuUsage,node,time,phase
DGS,DT-maxDepth-15-maxBins-32,1,2,0.004866180048661794,2,04/20/21 13 2021 16:13:10. 387,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.002439024390243905,2,04/20/21 13 2021 16:13:11. 414,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007281553398058249,2,04/20/21 13 2021 16:13:12. 440,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.40540540540540543,3,04/20/21 13 2021 16:13:09. 363,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.3380281690140845,3,04/20/21 13 2021 16:13:10. 388,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.33333333333333337,3,04/20/21 13 2021 16:13:11. 401,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.5995085995085996,3,04/20/21 13 2021 16:13:12. 417,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.0024449877750610804,3,04/20/21 13 2021 16:13:09. 079,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007281553398058249,3,04/20/21 13 2021 16:13:10. 104,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007281553398058249,3,04/20/21 13 2021 16:13:11. 129,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007299270072992692,3,04/20/21 13 2021 16:13:12. 154,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.009685230024213063,3,04/20/21 13 2021 16:13:09. 361,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.004866180048661794,3,04/20/21 13 2021 16:13:10. 387,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.002439024390243905,3,04/20/21 13 2021 16:13:11. 414,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007281553398058249,3,04/20/21 13 2021 16:13:12. 440,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.29567307692307687,3,04/20/21 13 2021 16:13:09. 748,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.39557739557739574,3,04/20/21 13 2021 16:13:10. 763,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.2649164677804296,3,04/20/21 13 2021 16:13:11. 793,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.24078624078624078,3,04/20/21 13 2021 16:13:12. 814,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.28057553956834536,0,04/20/21 13 2021 16:13:36. 892,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.4903846153846154,0,04/20/21 13 2021 16:13:37. 906,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.43065693430656937,0,04/20/21 13 2021 16:13:38. 920,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.6588235294117646,0,04/20/21 13 2021 16:13:39. 970,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.36496350364963503,0,04/20/21 13 2021 16:13:40. 985,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.28057553956834536,1,04/20/21 13 2021 16:13:36. 892,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.4903846153846154,1,04/20/21 13 2021 16:13:37. 906,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.43065693430656937,1,04/20/21 13 2021 16:13:38. 920,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.6588235294117646,1,04/20/21 13 2021 16:13:39. 970,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.36496350364963503,1,04/20/21 13 2021 16:13:40. 985,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.3144963144963145,1,04/20/21 13 2021 16:13:36. 673,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.2487804878048781,1,04/20/21 13 2021 16:13:37. 688,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.11922141119221408,1,04/20/21 13 2021 16:13:38. 705,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.3365853658536585,1,04/20/21 13 2021 16:13:39. 718,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.15970515970515975,1,04/20/21 13 2021 16:13:40. 738,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.28057553956834536,2,04/20/21 13 2021 16:13:36. 892,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.4903846153846154,2,04/20/21 13 2021 16:13:37. 906,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.43065693430656937,2,04/20/21 13 2021 16:13:38. 920,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.6588235294117646,2,04/20/21 13 2021 16:13:39. 970,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.36496350364963503,2,04/20/21 13 2021 16:13:40. 985,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.3144963144963145,2,04/20/21 13 2021 16:13:36. 673,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.2487804878048781,2,04/20/21 13 2021 16:13:37. 688,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.11922141119221408,2,04/20/21 13 2021 16:13:38. 705,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.3365853658536585,2,04/20/21 13 2021 16:13:39. 718,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.15970515970515975,2,04/20/21 13 2021 16:13:40. 738,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.16666666666666663,2,04/20/21 13 2021 16:13:36. 003,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.3455882352941176,2,04/20/21 13 2021 16:13:37. 026,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.4028776978417267,2,04/20/21 13 2021 16:13:38. 052,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.2165450121654501,2,04/20/21 13 2021 16:13:39. 076,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.22413793103448282,2,04/20/21 13 2021 16:13:40. 094,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.28057553956834536,3,04/20/21 13 2021 16:13:36. 892,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.4903846153846154,3,04/20/21 13 2021 16:13:37. 906,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.43065693430656937,3,04/20/21 13 2021 16:13:38. 920,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.6588235294117646,3,04/20/21 13 2021 16:13:39. 970,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.36496350364963503,3,04/20/21 13 2021 16:13:40. 985,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.3144963144963145,3,04/20/21 13 2021 16:13:36. 673,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.2487804878048781,3,04/20/21 13 2021 16:13:37. 688,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.11922141119221408,3,04/20/21 13 2021 16:13:38. 705,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.3365853658536585,3,04/20/21 13 2021 16:13:39. 718,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.15970515970515975,3,04/20/21 13 2021 16:13:40. 738,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.16666666666666663,3,04/20/21 13 2021 16:13:36. 003,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.3455882352941176,3,04/20/21 13 2021 16:13:37. 026,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.4028776978417267,3,04/20/21 13 2021 16:13:38. 052,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.2165450121654501,3,04/20/21 13 2021 16:13:39. 076,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.22413793103448282,3,04/20/21 13 2021 16:13:40. 094,train
