dataset,algorithm,platformId,runId,Energy,phase,acronym,hp1,val1,hp2,val2
DHG,KM-tol-0.0001-maxIter-20,7,0,8146.535000000002,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,7,1,7931.280000000002,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,7,2,7934.4,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,8,0,6790.820000000002,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,8,1,6897.765,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,8,2,6941.7249999999985,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,9,0,6625.955,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,9,1,6768.46,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,9,2,6761.125000000001,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,1,0,619.32,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,1,1,617.635,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,1,2,601.9449999999998,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,2,0,629.955,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,2,1,698.51,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,2,2,617.21,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,3,0,582.905,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,3,1,553.8399999999998,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,3,2,593.685,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,4,0,511.25,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,4,1,515.3100000000002,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,4,2,497.535,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,5,0,526.59,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,5,1,535.065,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,5,2,567.8199999999998,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,6,0,578.1899999999998,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,6,1,616.5200000000002,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,6,2,667.1599999999999,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,7,0,296.185,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,7,1,406.52,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,7,2,394.79,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,8,0,610.275,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,8,1,605.79,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,8,2,608.4049999999999,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,9,0,1034.66,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,9,1,978.0449999999997,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,9,2,1080.0000000000002,test,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.1-maxIter-10,1,0,10349.065,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,1,1,10342.87,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,1,2,10315.36,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,2,0,7625.370000000001,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,2,1,7654.9749999999985,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,2,2,7632.074999999999,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,3,0,7197.55,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,3,1,7183.379999999999,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,3,2,7232.300000000001,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,4,0,8275.045,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,4,1,8143.405000000002,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,4,2,8065.465,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,5,0,7031.85,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,5,1,6935.35,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,5,2,7005.15,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,6,0,6580.799999999998,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,6,1,6683.539999999999,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,6,2,6475.509999999998,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,7,0,7554.890000000001,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,7,1,7492.959999999999,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,7,2,7415.879999999999,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,8,0,6480.299999999998,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,8,1,6468.989999999998,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,8,2,6386.0,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,9,0,6138.59,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,9,1,6268.61,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,9,2,6238.1799999999985,train,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,1,0,617.35,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,1,1,605.4100000000002,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,1,2,624.76,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,2,0,587.28,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,2,1,549.83,test,KM,tol,0.1,maxIter,10
